Index[#version],Pointer[#version|],Original,Translated
000,0x123042,<SFF>てき1体の 全パ-ツに ダメ-ジ<CD> <*04>,<SFF>Damages all parts of one<D3>enemy.<*04>
001,0x123044,<SFF>てき全体の 1パ-ツに ダメ-ジ<CD> <*04>,<SFF>Damages one part of all<D3>enemies.<*04>
002,0x123046,<SFF>全ての しゃげきパ-ツの<CD>いリょくを プラスして 攻撃<*04>,"<SFF>Attacks enemy using combined<D3>power of all ""Shooting"" parts.<*04>"
003,0x123048,<SFF>使うたびに 攻撃力が ふえて<CD>ダメ-ジ アップする!<*04>,<SFF>Buffs attack power after<D3>each use!<*04>
004,0x12304a,<SFF>使うたびに ぼうぎょ力が ふえて<CD>ダメ-ジ ダウンする!<*04>,<SFF>Buffs Defense after each<D3>use!<*04>
005,0x12304c,<SFF>かくとうと しゃげきの リょうほうに<CD>こうかのある トラップを セットする<*04>,<SFF>Sets a trap that targets<D3>both Melee and Shooting parts.<*04>
006,0x12304e,<SFF>てき全体に 「ヘんどう」の<CD>マイナス症状を つける<*04>,<SFF>Induces Flux status<D3>on all enemies.<*04>
007,0x123050,<SFF>てき全体に 「そくばく」の<CD>マイナス症状を つける<*04>,<SFF>Inflicts Bind status<D3>on all enemies.<*04>
008,0x123052,<SFF>てき全体に 「けいぞく」の<CD>マイナス症状を つける<*04>,<SFF>Inflicts Burn status<D3>on all enemies.<*04>
009,0x123054,<SFF>てき全体に 「ていし」の<CD>マイナス症状を つける<*04>,<SFF>Inflicts Stop status<D3>on all enemies.<*04>
010,0x123056,<SFF>てきに ダメ-ジを あたえて<CD>自分の ダメ-ジを かいふくする<*04>,<SFF>Damages an enemy and<D3>replenishes user's health.<*04>
011,0x123058,<SFF>ひこうメダロット 全体に<CD>マイナス症状を つける<*04>,<SFF>Inflicts status ailments on<D3>all Flying Medarots.<*04>
012,0x12305a,<SFF>せんすいメダロット 全体に<CD>マイナス症状を つける<*04>,<SFF>Inflicts status ailments on<D3>all Aquatic Medarots.<*04>
013,0x12305c,<SFF>みかた全体の<CD>さくてきと いんペいを アップする<*04>,<SFF>Buffs effects of Scan<D3>and Conceal.<*04>
